"HITID","Lat","Long","ImageUrl","Worker","Answer","Date"
"3IZPORCT1F9QBQBCTMEHKQIJKECHR1","40.6473722584","-75.0963871737","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6473722584,-75.0963871737&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:08:09 UTC 2014"
"37YYO3NWHDQVOGBDPXALK4MH7L4CCH","40.6570526964","-75.0787733967","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6570526964,-75.0787733967&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has Sidewalk::On Both Sides of Road","Tue Dec 16 08:08:34 UTC 2014"
"33J5JKFMK6YB5HPD1M0FB6745NRQ31","40.6313829888","-75.0475549292","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6313829888,-75.0475549292&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has wide shoulder::On Right side of Road","Tue Dec 16 08:08:22 UTC 2014"
"3FK4G712NX0R2EP5J5QLEEUHFRBSSK","40.6646017314","-75.0911061525","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6646017314,-75.0911061525&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","Has wide shoulder::On Left side of Road","Tue Dec 16 08:08:28 UTC 2014"
"3KVQ0UJWPXLJ3T83RENEISNA7K1W53","40.6535559161","-75.1046129516","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6535559161,-75.1046129516&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:08:47 UTC 2014"
"3KLL7H3EGD1I4XST26JRLN7M5KPHVU","40.6578357734","-75.0407314174","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6578357734,-75.0407314174&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has wide shoulder::On Right side of Road","Tue Dec 16 08:08:39 UTC 2014"
"3XEDXEGFX3OTDMSL5UYZDMXO35GK09","40.6388559242","-75.05740298","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6388559242,-75.05740298&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","Road Not Visible","Tue Dec 16 08:09:04 UTC 2014"
"3DTJ4WT8BDFNT761D20OLQN51F2EZA","40.6694847766","-75.1000457371","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6694847766,-75.1000457371&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","Has narrow shoulder::On Left side of Road","Tue Dec 16 08:08:56 UTC 2014"
"31D0ZWOD0AZN19JZT3LAJ8USYTNA0L","40.6724656405","-75.1133747596","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6724656405,-75.1133747596&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","No Sidewalk/Shoulder::On Left side of Road","Tue Dec 16 08:08:45 UTC 2014"
"3JMQI2OLFZ5OKCEIEJEAKLYBRPTND9","40.6361149475","-75.0999159305","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6361149475,-75.0999159305&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","No Imagery available","Tue Dec 16 08:09:13 UTC 2014"
"3UUSLRKAUL3ZHRMVYCXLOOCLRAQD7Q","40.626737896","-75.109319944","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.626737896,-75.109319944&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","No Imagery available","Tue Dec 16 08:09:20 UTC 2014"
"3DQYSJDTYLBYOC6MCKC3O57UTF5EXE","40.6556021983","-75.0827376474","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6556021983,-75.0827376474&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","Has Sidewalk::On Left side of Road","Tue Dec 16 08:09:55 UTC 2014"
"368IUKXGA58P2OBGKBJOI4TEAI86PX","40.6606352536","-75.1131299023","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6606352536,-75.1131299023&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2S96ZZ70YFPSK","Has narrow shoulder::On Left side of Road","Tue Dec 16 08:09:38 UTC 2014"
"379OL9DBSSE6TL5F95IJF5DS4OIY9T","40.616601946","-75.0425029837","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.616601946,-75.0425029837&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:09:05 UTC 2014"
"3MIVREZQVHYH1FXKMSSESSO6G9FQKE","40.6464959674","-75.1182849509","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6464959674,-75.1182849509&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:09:30 UTC 2014"
"3BJKPTD2QCCGGZ27TGV6Y9L7V87TRN","40.630855495","-75.059187941","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.630855495,-75.059187941&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:08:55 UTC 2014"
"3R5OYNIC2C9V4MMSGORHTELSUQJTPV","40.6117725868","-75.1198896115","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6117725868,-75.1198896115&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has Sidewalk::On Right side of Road","Tue Dec 16 08:09:23 UTC 2014"
"3PCPFX4U40Q6LT56LH1HCFW18DYFQ1","40.6478459798","-75.0670489099","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6478459798,-75.0670489099&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:09:37 UTC 2014"
"3909MD9T2ZHHOQF1CQ6HIY7NPAAFEP","40.6683059257","-75.0694089367","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6683059257,-75.0694089367&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:08:47 UTC 2014"
"3SR6AEG6W5TZ8RNY7H6BSMBGN1RHY3","40.6753552139","-75.0957711202","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6753552139,-75.0957711202&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:10:06 UTC 2014"
"3L60IFZKF3IDMWX9XH2N6MGDX5EHH4","40.6600521728","-75.0635211359","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6600521728,-75.0635211359&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Road Not Visible","Tue Dec 16 08:08:55 UTC 2014"
"3CMIQF80GNQA20CVKOYDI9JOFETQ67","40.6199019664","-75.0975669259","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6199019664,-75.0975669259&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:10:00 UTC 2014"
"3RBI0I35XE3KEJGZSWH9OSA64W93YI","40.6605953559","-75.0434230382","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6605953559,-75.0434230382&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Left side of Road","Tue Dec 16 08:10:21 UTC 2014"
"3PUOXASB5736YBFK5RK2TCMUAINZ9M","40.6593987935","-75.0653850503","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6593987935,-75.0653850503&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:09:54 UTC 2014"
"3IKMEYR0LWV09WVZKH2DWAQ3030K2T","40.6709491299","-75.1052526419","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6709491299,-75.1052526419&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has wide shoulder::On Both sides of Road","Tue Dec 16 08:10:21 UTC 2014"
"3O0M2G5VC62QVERVKYUCZG9L9NK94K","40.6716639204","-75.105209972","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6716639204,-75.105209972&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has wide shoulder::On Right side of Road","Tue Dec 16 08:10:14 UTC 2014"
"3K8CQCU3KE1NTIE9VEJ0C9NWY50WNS","40.655976291","-75.1077057409","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.655976291,-75.1077057409&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:10:34 UTC 2014"
"3SNR5F7R92T1YHHRDYC2LVKF522IEJ","40.6127719014","-75.1164369367","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6127719014,-75.1164369367&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 08:10:27 UTC 2014"
"3TD33TP5DL2OLWM9RJIZ3PQBPXKAB7","40.6592035553","-75.0659858436","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6592035553,-75.0659858436&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3749HUHYLI50L","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:10:53 UTC 2014"
"35XW21VSVGE4Y1UFZWTK2SGMNX3SL6","40.6376799697","-75.0923205711","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6376799697,-75.0923205711&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:10:46 UTC 2014"
"374UMBUHN5PCAXDOBJ5B9EMLV75CT1","40.6593870724","-75.0671736859","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6593870724,-75.0671736859&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has narrow shoulder::On Right side of Road","Tue Dec 16 08:10:40 UTC 2014"
"3CVBMEMMXBGGT7RXK8GBF9RJJ2J7HT","40.613290988","-75.1198089428","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.613290988,-75.1198089428&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has wide shoulder::On Right side of Road","Tue Dec 16 08:10:44 UTC 2014"
"3BCRDCM0ODUORXE07JEGMN7FG826KW","40.6341242633","-75.0679029961","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6341242633,-75.0679029961&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:10:50 UTC 2014"
"3538U0YQ1FUEESZ4N6PLZ73QYLJF3X","40.6602267606","-75.0703932478","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6602267606,-75.0703932478&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Left side of Road","Tue Dec 16 08:10:59 UTC 2014"
"3Y3N5A7N4G9L05O9YEMOKRJC4NQMYH","40.6694039678","-75.0989869827","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6694039678,-75.0989869827&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has narrow shoulder::On Left side of Road","Tue Dec 16 08:13:30 UTC 2014"
"3XUSYT70IT1LZGMBDDCC992YJWKD0Q","40.6110469935","-75.1170741117","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6110469935,-75.1170741117&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:12:45 UTC 2014"
"3URJ6VVYUPNT21V1MNDUW64A4M74OU","40.624434217","-75.0716053446","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.624434217,-75.0716053446&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:13:06 UTC 2014"
"3UY4PIS8QRLUSHY6YQUFJJX22SRN1K","40.6668264831","-75.095534218","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6668264831,-75.095534218&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has narrow shoulder::On Right side of Road","Tue Dec 16 08:12:45 UTC 2014"
"35U0MRQMUJ7SWEEG6JEH5W4NH62VOV","40.6700169813","-75.0970249722","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6700169813,-75.0970249722&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has narrow shoulder::On Both sides of Road","Tue Dec 16 08:13:17 UTC 2014"
"3CVDZS288H0F0E7ETOU0V6CWYC1FME","40.6339319836","-75.0990249814","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6339319836,-75.0990249814&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:12:50 UTC 2014"
"379OL9DBSSE6TL5F95IJF5DS4OK9Y6","40.6588610524","-75.0801747335","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6588610524,-75.0801747335&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has narrow shoulder::On Both sides of Road","Tue Dec 16 08:13:29 UTC 2014"
"3VMV5CHJZ8FPR9TTD51UZ570TZXTGS","40.6492018945","-75.1131550317","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6492018945,-75.1131550317&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 08:11:40 UTC 2014"
"3WPCIUYH1A8MFPJ2BF0MTK43G7HTDI","40.6592035553","-75.0659858436","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6592035553,-75.0659858436&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:11:12 UTC 2014"
"31MBOZ6PAORORK5J2A3KNNC41UJLC7","40.658501988","-75.1002679803","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.658501988,-75.1002679803&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:13:19 UTC 2014"
"3R4QIDVOJPCPICF5HFMB0GMND9UEE5","40.6600174869","-75.0568341668","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6600174869,-75.0568341668&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has wide shoulder::On Right side of Road","Tue Dec 16 08:11:47 UTC 2014"
"3XU80RHWHZGPY8LJ33YLI8Y5NV644J","40.6555169561","-75.0890493698","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6555169561,-75.0890493698&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has Sidewalk::On Left side of Road","Tue Dec 16 08:11:41 UTC 2014"
"3I01FDIL6M8SVQPPS0GQSXVDGU4D2A","40.614556978","-75.1145549662","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.614556978,-75.1145549662&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:11:56 UTC 2014"
"3HRWUH63QU2TGZZPZDWRM9AJE8VN51","40.6620683541","-75.0481008354","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6620683541,-75.0481008354&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has wide shoulder::On Right side of Road","Tue Dec 16 08:13:09 UTC 2014"
"39WICJI5ATSKJ9Q4OIJS2ZJ8AQDZ35","40.6608117829","-75.0692171735","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6608117829,-75.0692171735&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has wide shoulder::On Both sides of Road","Tue Dec 16 08:13:00 UTC 2014"
"3ODOP6T3ASKFVU6WZPFXPT173HA42N","40.6620064891","-75.0879452694","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6620064891,-75.0879452694&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:11:29 UTC 2014"
"373L46LKP760FST7R285VRCK2ELKJF","40.6652188514","-75.0575202483","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6652188514,-75.0575202483&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:11:27 UTC 2014"
"3SBNLSTU6U5I11S1H7P4F85K132ZD3","40.6572799688","-75.1114489513","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6572799688,-75.1114489513&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has Sidewalk::On Right side of Road","Tue Dec 16 08:12:12 UTC 2014"
"378G7J1SJLYJZC1W2FGHMMTNKDYEWK","40.6633079343","-75.1055179144","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6633079343,-75.1055179144&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has Sidewalk::Unsure Which Side","Tue Dec 16 08:11:52 UTC 2014"
"30EMX9PEVKJTEVCXEWHJNS37YXYSK3","40.6361149475","-75.0999159305","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6361149475,-75.0999159305&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:13:37 UTC 2014"
"3QGTX7BCHP2NXOD8217LHWHSOM4Z5V","40.6335189289","-75.0745469679","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6335189289,-75.0745469679&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Imagery available","Tue Dec 16 08:11:47 UTC 2014"
"3XJOUITW8URG4YN7G166TJB2ZM5QTJ","40.6539099639","-75.0863409492","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6539099639,-75.0863409492&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has Sidewalk::On Both Sides of Road","Tue Dec 16 08:12:30 UTC 2014"
"3Y3CZJSZ9KTEVXRHSKD8VTFTF5LR5U","40.6419565797","-75.0644467735","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6419565797,-75.0644467735&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has wide shoulder::On Left side of Road","Tue Dec 16 08:12:30 UTC 2014"
"36FFXPMST9ONEDJW1UXDQVDE9RRHOR","40.6565248575","-75.104087004","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6565248575,-75.104087004&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:11:23 UTC 2014"
"3FULMHZ7OUX52YAP97YH42F59MS4MF","40.6257017026","-75.0642984187","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6257017026,-75.0642984187&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:12:54 UTC 2014"
"3WKGUBL7SZMLWGS49VX24P0G9H2L4U","40.643185946","-75.0679219825","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.643185946,-75.0679219825&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has narrow shoulder::On Both sides of Road","Tue Dec 16 08:12:02 UTC 2014"
"3MQKOF1EE2OE76NW6K5XG4B2K1YWDA","40.671740362","-75.1256025374","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.671740362,-75.1256025374&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","Has wide shoulder::On Right side of Road","Tue Dec 16 08:12:17 UTC 2014"
"3GMLHYZ0LEX4DDTI7GDAB106H9UYUM","40.6684729559","-75.1136919547","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6684729559,-75.1136919547&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3749HUHYLI50L","Has Sidewalk::On Left side of Road","Tue Dec 16 08:12:28 UTC 2014"
"3CO05SML7V5F0Q5GVE7WEYJ2YXAR09","40.6335299047","-75.0520529735","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6335299047,-75.0520529735&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3749HUHYLI50L","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:13:03 UTC 2014"
"304QEQWKZPKC3DD03MQSK3EXNARO0Y","40.6159574154","-75.1030629846","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6159574154,-75.1030629846&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Imagery available","Tue Dec 16 08:11:52 UTC 2014"
"302U8RURJZ1AETE454E4Q74IRWZNVA","40.60803256","-75.1196939584","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.60803256,-75.1196939584&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3749HUHYLI50L","Has narrow shoulder::On Right side of Road","Tue Dec 16 08:12:51 UTC 2014"
"3X2YVV51PU4KFB7KQRL2F2ATV4W1WQ","40.6617529188","-75.1148009249","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6617529188,-75.1148009249&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has narrow shoulder::On Left side of Road","Tue Dec 16 08:11:12 UTC 2014"
"33Q5P9PUSPM8W9MNHBUTV2N2G3QZC3","40.6722081673","-75.1134823777","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6722081673,-75.1134823777&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3749HUHYLI50L","Has narrow shoulder::On Both sides of Road","Tue Dec 16 08:13:26 UTC 2014"
"3126F2F5F83TF34VQT2MUSLRRGWPE1","40.6388253156","-75.0981466769","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6388253156,-75.0981466769&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3749HUHYLI50L","No Imagery available","Tue Dec 16 08:13:35 UTC 2014"
"3GVPRXWRPHUGP22HQQYWFLSYJFYI7X","40.6631941876","-75.1169504902","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6631941876,-75.1169504902&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:12:41 UTC 2014"
"31SIZS5W59F3OJAFCC1BT4AKB18QR6","40.6619487628","-75.0804734233","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6619487628,-75.0804734233&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1ET2J1PIP0RGO","Has wide shoulder::On Right side of Road","Tue Dec 16 08:14:03 UTC 2014"
"3LCXHSGDLT6QSVKNIA6GPXQ2E03ES6","40.6149359861","-75.040024981","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6149359861,-75.040024981&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A219VCQZADQ45W","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 08:13:55 UTC 2014"
